name,screen_name,description,followers_count,followers_count,friends_count,listed_count,favourites_count,created_at,location
IiIy,thisisacry4heIp,,1286,1286,1344,31,48944,Wed Jun 29 07:44:46 +0000 2016,"17, she/her"
mehreen,minimumble,,933,933,1007,4,36483,Thu Jul 16 00:02:32 +0000 2009,🚀
Marwa,justmarwaa,ye,58,58,98,0,1176,Thu Oct 27 22:23:26 +0000 2016,"California, USA"
"luv, casey",caseyluvv,i make music in my room,40,40,80,0,4266,Tue Jan 22 02:18:09 +0000 2019,in your dreams
tmc,t3rkoiz,juicebert is on trial,1246,1246,822,44,74314,Thu Aug 02 23:27:02 +0000 2012,
davis lunch,adultbraces__,"Official fan page for American rapper, actor, and record producer Tracy Lauren Marrow, professionally known as Ice-T.",321,321,811,2,6702,Thu Mar 26 01:36:05 +0000 2015,
jon,jonv02,unm,183,183,385,1,55582,Sun Apr 28 06:51:32 +0000 2013,
D.,__nalyD,why worry,340,340,472,0,31875,Wed May 28 05:26:01 +0000 2014,
Whorerig,suburbsoccermom,he/she/they i really don’t care just give me attention,322,322,611,0,22536,Wed Mar 16 19:44:49 +0000 2016,WOW
max,mymomsaccident,,43,43,67,0,2641,Sun Mar 26 17:56:42 +0000 2017,???
carlos✿,carosmos,uci ‘22 | https://t.co/jFeOxFnKsc,176,176,278,0,1844,Fri Mar 13 18:41:38 +0000 2015,somewhere
J o s e 🎪🚀🌎,AzuulTriple,ALL THESE RACKS GIMME A BONER IM TOO HARD,196,196,429,0,15862,Sun May 08 01:52:28 +0000 2011,
Tanaia,tanaiiaa,20,335,335,184,10,5304,Wed May 02 23:23:13 +0000 2012,
Tanaia,tanaiiaa8,,5,5,79,0,149,Fri Jul 20 22:41:34 +0000 2018,
masha,patheticmasha,,0,0,113,0,3873,Sat Jun 22 07:24:41 +0000 2019,
andyrobert,andyrobertmc,Licensing @mediachain,26,26,317,0,16,Fri May 03 10:12:13 +0000 2019,
♍️Rapapapa🔮,m4lcolm44,On Justice Off Bullshit😤🔥 ☯️Sad Savage☥ HU '22🐃,395,395,794,2,52821,Thu Oct 30 01:09:04 +0000 2014,
Il s’en balec mais,lecomptedurenoi,🇲🇷yes,36,36,212,1,4267,Sun Jul 21 17:52:28 +0000 2019,Loin Loin Loin...
hannah moore ⚡️,hhannahmoore,ok baby.,71,71,113,1,2327,Wed Aug 15 01:21:39 +0000 2012,"Long Beach, CA"
ed®️,Edward_145,I retweet things,120,120,217,0,39782,Sat May 28 04:11:46 +0000 2016,The Eternal Now
𝔡𝔞𝔶𝔯𝔞,dayraaaaaaa,,15,15,66,0,2269,Sat Oct 12 19:08:55 +0000 2019,
ricky,ImDaddyRicky,Playboi Carti stan #stancarti *^+,27,27,390,0,1845,Fri Jun 03 22:29:55 +0000 2016,respecting junie
t,tyweekk,:),213,213,446,0,13284,Tue Feb 17 02:59:48 +0000 2015,
James,ItsJaymezz,,274,274,1368,1,177415,Mon Jul 27 03:45:02 +0000 2015,"Pickerington, OH"
Gon,hummerlover3,,85,85,324,0,11645,Fri Mar 08 15:34:37 +0000 2013,"Versoix, Genève"
𝐋𝐎𝐑𝐃𝐅𝐄𝐋𝐈𝐗™️,LORDFELlX,scatter-brained | lordfelixmusic@gmail.com | @vanburenrecords,4928,4928,676,58,20247,Mon Aug 24 02:30:38 +0000 2009,
wulf,wulfznax,i just listen to music and cry n shit,97,97,251,1,9602,Mon Jan 13 12:13:51 +0000 2014,New Zealand
"Jordan, the bird",_jbyrddd,,20,20,59,0,432,Mon Nov 11 02:00:25 +0000 2019,"California, USA"
zo,ZoeCas159,we outchea,193,193,265,1,9806,Sat Feb 01 23:27:14 +0000 2014,
mel,melllony,21 ☾,512,512,294,2,36682,Tue Jun 05 04:41:18 +0000 2012,
adri,adriSingleton,chicken wings and muffin pants.,280,280,501,1,5017,Tue Apr 03 04:40:44 +0000 2012,with my dog
som!,somthedom,,98,98,60,0,1195,Thu Jun 23 22:33:57 +0000 2016,
ry the music guy 🤓,ry_drayn,"I really love music, I also make it with my roommate.  /Drayn\ visit our site",582,582,778,12,13242,Sun Jul 15 06:37:11 +0000 2012,"Boulder, CO"
PureLeaf,Manuel_MH009,a prodigy in introspection |VCU|,344,344,548,1,5768,Tue Oct 30 16:33:58 +0000 2012,"Richmond, VA"
I love smoking stems and seeds,WefuckingOrNah,,37,37,656,0,8711,Mon Aug 13 16:31:41 +0000 2018,
moldo-s,moldo_s,"------------LEADER OF BABY CURED----------- She/22. Just here to check up on my faves, and like all the shit I see so this profile is gonna be absolute chaos.",30,30,772,0,37793,Fri May 10 16:33:37 +0000 2019,
ded,dedcoo,🌙,0,0,135,0,1293,Sat Mar 10 12:45:36 +0000 2018,Suisse
Joshua S🇵🇭,joshxsuave,Dead man walking | Saved by grace,930,930,645,2,9075,Thu Feb 02 09:04:44 +0000 2012,"Fullerton, CA"
Konrad,konradmaruxarz,,260,260,713,0,3718,Thu Jan 17 00:47:30 +0000 2013,"Toronto, Ontario"
Sherele,sherele151,,82,82,226,0,30933,Mon Jan 07 16:30:35 +0000 2019,"Albuquerque, NM"
Raff Simons,JRaffshoots,I take pictures || ig: @jraffshoots,170,170,254,0,4994,Sun Nov 15 15:04:15 +0000 2015,
nic,bbygrlnic,,776,776,450,1,18202,Fri Jan 02 02:45:09 +0000 2015, ♏︎
chris,christophersuxx,,234,234,279,0,9910,Mon Jul 28 01:53:29 +0000 2014,shsu
shopping cart enthusiast,barcodebangs,ig: @barcodebangs,147,147,199,2,13769,Mon May 02 21:35:02 +0000 2016,"Baltimore, MD"
JT,OVM_Catalyst,"21+ year, annually depressed, Jaguars season ticket holder // LA Lakers // married man @ohsannaaa // 🧢",678,678,451,3,2779,Mon Mar 02 03:01:25 +0000 2009,"Duval County, FL"
khalil 🌎☄️💕 ®,KillaAlfred,222,77,77,312,0,4726,Thu Jun 07 18:06:49 +0000 2018,"Kirtland, NM"
Seth Blunt,SethBLNT,Add a bio to your profile,228,228,221,0,1141,Tue Dec 09 03:22:34 +0000 2014,"Pearland, TX"
Dali ✨,duhleelaa,"cuídate bien, pórtate mal 😌",351,351,339,2,11563,Mon Jun 30 21:26:32 +0000 2014,MU’??
🌹,kampasssion,this that spleh!,311,311,403,3,24808,Thu Apr 30 03:36:42 +0000 2009,
Ana,MoneyHustard69,kind of the bee's knees,67,67,391,0,12309,Wed Mar 13 21:31:04 +0000 2019,your mom's house
☀️sun kissed child☀️,4eversunkissed,I’m not trying to take your man girl I just wanna see what you about 🏳️‍🌈 #blacklivesmatter #translivesmatter (there are still children in cages.) #eyebrows,140,140,353,0,3841,Thu Sep 12 01:00:11 +0000 2019,
nm,nthhn,,60,60,348,1,3621,Sat Nov 02 16:36:14 +0000 2013,❍
Giovani,muchoducko,,54,54,317,0,16337,Tue Jun 24 01:53:45 +0000 2014,"Miami, FL"
Nini,_kneenahh,,213,213,199,3,3591,Tue Jul 26 14:28:31 +0000 2016,
joe erotic,baileycodeine,die,450,450,979,0,129207,Thu Jun 02 04:03:03 +0000 2016,
tired ⁷,amgxoxo__,A.D💜,46,46,268,2,20823,Fri Sep 21 06:24:55 +0000 2018,"Lancaster, PA"
Caesar Calin,HereCaesar,"Reach for my mind, I dare you | DnB-head | Music aficionado | esports enthusiast #C9FAM | Marketer | Economics major | Carpe Diem | Raver |",35,35,1103,0,270,Sun Jan 21 10:05:27 +0000 2018,"Bucharest, Romania"
naidelene 🚢,Steamboat__420,,137,137,495,5,73776,Thu Apr 21 01:51:53 +0000 2016,Somewhere being a bitch
Crispy | COMMISSIONS OPEN,CrispyFPS,17 // Overwatch/Valorant streamer // Previously T500 MS for @NocturnalOW // Sage Main // Graphic Designer @NocturnalOW @Ignition_GG @CelticCrossGG,532,532,2024,3,28845,Thu Aug 09 17:29:46 +0000 2018,The Backline
Jewleean,jewleeanmusic,just trying to live life - westminster alum ⍒ - snap: @julianxo - *~¥~*,269,269,609,7,20211,Sat Mar 19 23:12:22 +0000 2011,"Missouri, USA"
⁎⁺˳✧༚,gooberdarko2001,,95,95,170,0,1117,Sat Oct 08 20:51:07 +0000 2016,
David Celemen,davidcelemen,totally bro,414,414,455,1,2622,Mon Jul 18 02:32:04 +0000 2011,
sofia (:,sofiaamh_,chico state ‘23,306,306,280,0,23595,Tue Sep 30 01:43:46 +0000 2014,"San Diego, CA"
🃏,nekrosmel,x++x,578,578,405,5,9121,Fri Nov 11 00:15:56 +0000 2011,
yves tumor album of the year,deepwebted,everything is mid,397,397,475,8,57007,Sun Feb 02 07:41:35 +0000 2014,
ichida mika,ichida_mika,幸せな瞬間〜神を賛美する。 難しい瞬間〜神を求めなさい。 静かな瞬間〜神を崇拝する。 痛みを伴う瞬間〜神を信頼しなさい。 毎時〜神に感謝します。,218,218,1651,0,1,Tue Jul 09 09:11:16 +0000 2019,
day 243 being sad,sanrioluvr12,😂???,7,7,47,0,2629,Tue Jan 01 04:12:55 +0000 2019,
rosita,rosaguad__,nothin but love,199,199,410,0,5631,Thu Jan 18 05:11:37 +0000 2018,
𝙠𝙞𝙣𝙜 𝙟𝙪𝙡𝙞𝙚𝙣,realjulienj,,70,70,109,0,1205,Tue Jun 27 18:10:37 +0000 2017,"Starkville, MS"
anabel,anabelsargent99,,10,10,178,0,1760,Sat Mar 17 00:15:58 +0000 2018,"Victoria, British Columbia"
Ant,Zinx88,LOST SEASON,259,259,270,0,9999,Mon Nov 04 03:00:55 +0000 2013,
horological haphazard🔮🌸🐝,MorganIsMelting,23🔮in the midst of a very big adventure!🍃I make music and also paint!🐞🎨,263,263,1022,16,51277,Sun Mar 24 05:28:43 +0000 2013,in the realm of sleep
candy,awkwrdpdf,I’m a cherub not sent from god welcum to whining,45,45,66,0,1355,Sun Sep 15 22:07:12 +0000 2019,
Blasiaxican,TessaMonetBrown,Psalms 116 🌹Jesus is Love 🕊,414,414,379,1,20026,Tue Aug 21 01:25:20 +0000 2018,"Riverside, CA"
Żÿ♉️,zzyyoonn,❄️🧜🏽‍♂️💜||12/25/19||🖤🌵🌴,81,81,250,0,799,Sun Jul 31 12:30:11 +0000 2016,"Phoenix, AZ"
space boi,spaceboybenn,| @visusfilm | lost in the cosmos..................  10$ : nudes 20$ : emotional support,96,96,227,0,18948,Thu Sep 10 22:49:19 +0000 2015,Proxima Centauri B
Isaiah.,isaiahjeremiah_,23 | NC || WSSU Alumnus || 🇯🇲,2655,2655,3312,6,31186,Tue Jan 25 08:29:30 +0000 2011,
x_robert_.x,OjosXD,,105,105,64,0,71,Sat Jan 23 05:23:19 +0000 2016,
floppy spicy tiger,notshyloe,marinate your body and marinate your soul,387,387,252,6,18538,Sun Oct 09 03:22:26 +0000 2011,
Leo :' ),whotfisleo,q:D,7,7,407,0,7139,Sat Mar 07 06:41:22 +0000 2015,at school
rose 🥀,sharLEENSAYher,♦️im always learning 🌱 do everything with love ♉️♒️♋️,165,165,251,0,11887,Sat Oct 08 02:39:55 +0000 2016,"South Carolina, USA"
💰Dmoney💰,devante_bullock,I take many paths to get to my goal!,282,282,2265,0,470,Thu Dec 04 03:26:52 +0000 2014,
bby bok choy,tinanguyen_,,437,437,463,9,19107,Mon Jun 08 04:32:08 +0000 2009,"Brooklyn, NY"
MankoLove.jp,Franco2B,Google translatorr is my waifu uwu,504,504,1820,8,59145,Fri Aug 19 01:24:11 +0000 2011,"Placentia, CA"
Litty.Twin,TwinLitty,,15,15,552,0,1053,Fri Aug 16 16:22:36 +0000 2019,
Catalena💖😛,catalena_89,🌈 Insta Catalena_89 sc Italian_cat13 7/15/17❤️,389,389,1452,0,11271,Fri Feb 05 00:12:55 +0000 2016,
andre,imandrehooligan,i drink way too much water,180,180,457,0,33753,Sat Jul 18 02:49:31 +0000 2015,california
shanny (shaw-ne) 🎸,ShawnJawn_x,I MAKE MUSIC✨// VARIATION 🎸//🇨🇺🇧🇿  Y✨💜,321,321,475,0,1668,Tue Dec 04 05:04:47 +0000 2012,"Los Angeles, CA"
jasmine,paradiseoncd,,158,158,200,2,6822,Mon Jul 22 06:01:34 +0000 2019,
nessa,vnessamariev,nah we stressin in here,381,381,333,6,22939,Thu Mar 29 03:48:13 +0000 2012,"Long Beach, CA"
Tiffani&Co.,SweetTiffaniMD,Knew I was the GOAT from my zodiac symbol 𓃶 ♑️MostDope-reMeMber Music-R.I.P Malcolm🕊 UofA🐻⬇️,601,601,570,1,88432,Wed May 13 00:02:07 +0000 2009,California
JohnnyBrasco,JohnBrasco17,I’m the rudest of all rude boys,138,138,348,0,1590,Fri May 31 04:23:32 +0000 2019,
marys0ul,mellowmaryy,,740,740,379,3,8861,Sun May 29 01:57:47 +0000 2011,
Daniela,purexhoney,Baked in a buttery flakey crust,112,112,243,0,7603,Sat Oct 07 00:00:48 +0000 2017,"Atlanta, GA"
Angel Arevalo,a_revlo,Just tweeting whats on my mind. 🇸🇻                 https://t.co/wqYTqinTSv,333,333,379,1,2980,Tue Jan 26 04:09:05 +0000 2016,IG:@a.revlo
I’m not gon’ hold you.,ZeusSlapps,FIU | Dominican On The Weekends| OX NUPE 1911| ♦️🇭🇹 ⚕️,1710,1710,1901,24,7819,Mon Mar 12 00:32:46 +0000 2012,Brooklyn/Broward
pizzaboi,raadeem,curbstomp a dinosaur,867,867,536,3,87443,Sun Nov 11 22:12:42 +0000 2012,new york
rin,damnrinaa,🇵🇭🇺🇸🇫🇷 I like @88rising,35,35,82,0,8999,Sun Nov 03 19:56:14 +0000 2013,"Virginia, USA"
Endergamer426,Endergamer426,"uhhh I don't do bios to be honest. I like living like most human beings but I also like memes, Television, Gaming and being alive in general. is this bio good?",77,77,1804,0,46,Sun Mar 25 08:44:33 +0000 2018,"Greenfields, Perth (WA)"
foot✠fuck,nicolasknox816,"🇵🇭/🇲🇽 ✠ Fountain City Ultras ✠ Vegan Straight Edge ✠ 161/1312 ✠ No face, no case ✠ No hope, no fear ✠",659,659,1356,2,25015,Wed Jul 30 20:06:46 +0000 2014,
Hannah 😙✌️,bhaddies_only,Howie Stern fan account,119,119,681,0,22840,Sat Jan 28 06:40:08 +0000 2017,
Bubs,xx1060106,,352,352,468,5,10685,Mon Nov 24 00:01:39 +0000 2014,
Nickelo,NickelTheKing,💯nic🇵🇭,206,206,332,0,8709,Mon Jan 12 02:40:36 +0000 2015,DMV
Korryn,_lilnumb,follow my insta xx_lucifer,4,4,122,0,509,Sat Oct 26 22:42:02 +0000 2019,
jac,ohemaajac,period,944,944,1165,16,56632,Sun Jan 12 18:25:36 +0000 2014,on the shitter 24/7
y,yobewo,unorthodox,444,444,291,2,18606,Mon Jul 11 18:04:20 +0000 2011,clt
Brittany,alrightokbrit,you make me feel a million butterflies.      🦋,217,217,844,6,54258,Thu Jul 10 07:36:44 +0000 2014,Chicago ✈️ Dallas
learning!,tybocares,try not to stress over things you can’t control,551,551,621,3,16816,Thu Dec 18 02:04:00 +0000 2014,Chicago/Indiana 
carlitos ‎✯,carlos_rdgzz,wassup fuckers !,19,19,190,0,6026,Mon Jun 04 05:29:59 +0000 2018,"California, USA"
maurice soss,1990late,constantly contemplating crying,146,146,350,1,29940,Fri Dec 09 20:11:19 +0000 2016,"Chesterfield, England"
The Blonde Don 💋✨🌙🌸✨,katilyaa,🤘🏼✨ HTOWN ARTIST- follow me on insta:@katilyaa,365,365,1333,9,27340,Wed Feb 22 06:55:04 +0000 2012,"Houston, TX"
cash money🌟,cashmoneystStar,🌎🌍🌏🌎🌍🌏🌎🌍🌏 The World Revolves Around Me 🌎🌍🌏🌎🌍🌏🌎🌍🌏🌎🌍🌏,141,141,1969,1,32671,Sat Sep 24 00:21:43 +0000 2011,"Ferguson, MO"
natey,bikodd,,4,4,102,0,900,Thu May 26 19:01:03 +0000 2011,Nyc
kj tha beast,keosha__,@reworKed_us,1002,1002,453,25,3520,Wed Jun 29 19:43:39 +0000 2011,
🦖🦕🦖🦕🦕🦖🦖🦖🦕🦕,supppersonic,hit me up if you wanna run away to nyc,29,29,260,1,1814,Sun Oct 13 16:02:58 +0000 2019,
Kels,punklizard420,lost in the sauce [|],452,452,3905,8,202620,Tue Jun 02 00:59:28 +0000 2015,"Reading, PA"
𝐄𝖘𝖕𝖆𝖈𝒊𝖔 𝐎𝖓𝖎𝖗𝒊𝖈𝖔 𝐕𝖆𝖈𝖎𝖔,WheatDreams,"𝑨𝒃𝒅𝒚 𝑺𝒂́𝒏𝒄𝒉𝒆𝒛
◒
\\\❏\\\",31,31,233,1,4995,Tue Apr 16 07:11:55 +0000 2019,ᴍᴇᴅᴇʟʟíɴ // ᴄᴏʟᴏᴍʙɪᴀ
tanner,sublanary,shot on a super 8 camera,203,203,299,3,36106,Tue Sep 02 19:52:54 +0000 2014,"OKAGA, CA"
kris,souljamatic,i love it here!,403,403,1567,0,23391,Sun Jun 17 23:53:22 +0000 2018,studio ghibli museum
rebecca,__emptea,ig: _beccv • 23 • CC Texas,409,409,420,5,6387,Tue Apr 14 05:48:22 +0000 2015,
JohnJohn™️,_certifiedjayy,#1 NBA YoungBoy Fan 🐐,24,24,170,0,2181,Tue Apr 24 19:07:00 +0000 2018,
Childish_Sandino,sandon_whitzel,,166,166,424,0,24413,Thu Apr 10 04:08:42 +0000 2014,
cait,__its_caitlyn__,wubba lubba dub dub,227,227,474,0,7906,Sat Jul 27 20:52:43 +0000 2013,Planet bullshit
fredo,fred0_4,SB2H,64,64,98,0,3153,Mon Dec 04 19:15:40 +0000 2017,"Fairfield, CA"
0003dy,0003dy,,75,75,333,0,4331,Wed Jun 14 15:03:55 +0000 2017,"Greensboro, NC"
yarik,yarik1_2,peas and louv,114,114,360,0,2186,Sat Apr 30 16:45:59 +0000 2016,
?,jotikoro,~nsfw~,59,59,1348,0,868,Fri Apr 07 09:08:05 +0000 2017,
Pri,ispriscilla,black rockstar steez,503,503,357,5,5664,Wed Aug 26 23:48:58 +0000 2009,Florida 
🍒,amaliiuh,stream fine line,172,172,184,1,67861,Fri Oct 10 11:06:25 +0000 2014,
daz,daryljelliott,don’t forget the happy thoughts,410,410,833,4,3809,Fri Nov 18 19:44:20 +0000 2011,Birmingham UK
gigiiiiii 🧡,GottaLoveGee,"Good vibes. Love GOD. Instagram: 
giannaceline27 SC: giannaaa_27",799,799,776,1,27993,Mon May 16 23:44:04 +0000 2011,tha moon
adam☮️,yungyinyang,SPREAD LOVE🦋,1288,1288,1316,5,133426,Wed Aug 10 04:27:06 +0000 2011,detroit | he/him | leo
John,Daddyy_Jay_,,251,251,306,0,2629,Sun May 11 17:32:43 +0000 2014,
Saint Alfonzo,GULLYXSKULLYX,source it,217,217,341,3,1763,Mon Aug 22 15:10:07 +0000 2011,EN CEE
gallo,ROOSTERISNTDEAD,,96,96,463,0,69458,Thu Feb 21 00:14:13 +0000 2019,working on dying
😌deja,spookydej1,beyond tiredt,46,46,89,0,15187,Fri Dec 18 04:16:11 +0000 2015,
.,leach39,,35,35,164,0,16750,Sat May 07 15:04:23 +0000 2011,
Itza E,Itza_E_94,,10,10,260,0,650,Sat Sep 28 00:31:02 +0000 2019,"Chicago, IL"
Tio Dani,daniel808_,"here for memes, kanye, cudi, real madrid, chelsea, and mma",202,202,4995,0,789,Mon Apr 29 06:07:37 +0000 2019,
Joey Martin,Joeymartin1211,hockey,110,110,482,0,806,Sun May 28 19:55:16 +0000 2017,United States
alex,alxstv,spread your wings not your legs,421,421,714,0,11671,Sun Jul 04 16:18:17 +0000 2010,Birmingham
☼,danialfeidil,,354,354,321,1,14958,Fri Jan 13 07:26:25 +0000 2012,
Roebuck,ohthatscrazy_,makin shit shake,147,147,1141,0,4769,Mon Jul 22 22:03:33 +0000 2019,
a,kinggucciadam,oh no,116,116,317,1,582,Mon Jul 22 22:54:35 +0000 2013,
Divine Malik,CogDiv,333,160,160,165,0,2343,Thu May 14 22:59:46 +0000 2015,
𝔪𝔞𝔩𝔞𖤐,malabamaa,hate enthusiast,153,153,654,0,17511,Thu Mar 30 01:15:26 +0000 2017,"Seattle, WA"
Dream,Eucalegon,@Ucalegonn,65,65,1123,0,76055,Thu Feb 22 20:47:07 +0000 2018,
kayla,turkaylegs,19 ☼ | she/her | selu’22 | dcp spring ‘20 | equality includes everyone | ig — turkaylegs :) | sc — pil0tjones | avatar via https://t.co/4cqJxfULEh,118,118,471,1,33570,Sun Oct 19 16:35:35 +0000 2014,"hammond, la"
عبدالله,Abdullahh311,طالب جامعي والحظ ما جا معي,690,690,3499,0,1545,Thu Aug 25 13:21:10 +0000 2016,
arianna,ar1annuhh,the truth is obsolete,203,203,181,0,4772,Wed Apr 10 22:15:06 +0000 2019,
colin,coln_k,,35,35,79,0,603,Tue Jan 09 15:39:51 +0000 2018,"Alexandria, VA"
Lois Floyd,l0Isfl0Yd,"mama raised a loser

19% alive",0,0,35,0,49,Sun Sep 08 20:01:48 +0000 2019,
Chris 🛸,TimelessListenr,keep it realer that most,100,100,395,0,17044,Sat Sep 09 17:13:13 +0000 2017,swimming 🏊🏽‍♂️
e/ik7r!k,h8thiswebsite,that’s cool.,653,653,631,8,49010,Wed Jul 22 23:19:56 +0000 2015,18+
PYT🥶💙,high4roro,*INSANE IN THE MEMBRANE*,19,19,361,0,850,Fri Jun 15 16:02:55 +0000 2018,The Bed
J Taylor,jtaylor_1993,-_- Music . Ableton,68,68,368,2,6744,Mon Dec 07 19:41:35 +0000 2015,
shreejwal,shreejwaldhakal,design | ut architecture,447,447,634,1,6465,Mon Jun 04 04:47:47 +0000 2018,"austin, tx"
ok,lilchickfilbae,fuck off it’s for fun,737,737,402,7,9400,Sun Aug 04 07:09:42 +0000 2013,one of the states
To'Daja 🤠,Daja431,,134,134,1757,0,13873,Mon Jan 19 03:48:36 +0000 2015,
Resampl.com,_resampl,A public marketplace for music producers to buy and sell samples and sample packs. Have questions? Feel free to slide in our dm's.,797,797,4407,1,1208,Fri Aug 09 21:28:15 +0000 2019,"Ann Arbor, MI"
hardy ☆,demoniosucio,computer love,184,184,265,1,9421,Tue Aug 23 15:03:02 +0000 2016,United States
Courtney,CocoJaNisee,,33,33,421,0,9734,Tue Nov 15 18:14:25 +0000 2016,"South Baton Rouge, La"
✨jordan✨,parisianzoo,indie disco,213,213,764,1,24910,Sat Jan 02 03:53:44 +0000 2016,atlanta
nick nutt,NuttNick,Yeehaw with your Meema,67,67,99,0,1199,Fri May 18 02:51:21 +0000 2018,"San Marcos, TX"
jill rhodes,busyjillingoff,"socialist, future firefighter & paramedic (she/her) @sandeater69",744,744,485,3,79244,Sun Jun 09 22:53:04 +0000 2013,"Columbus, OH"
DontDoDrugs,_DontDoDrugs,Stay in drugs Dont do school,260,260,453,0,24426,Fri Dec 28 00:36:47 +0000 2012,
saro,obamaunni,dead,26,26,214,0,15610,Sun Nov 29 04:42:33 +0000 2015,nowhere
erin,violettdaze,egg enthusiast,223,223,400,1,8457,Sun Apr 15 01:12:56 +0000 2018,by some trees
allia,oftheblues_,,329,329,351,0,20201,Sat Oct 31 05:44:54 +0000 2015,
Nya,shanyia_howard,Broke college student,173,173,934,0,9202,Sun Sep 22 23:11:17 +0000 2019,"North Carolina, USA"
jem🛸,jorddanem,🇮🇹♎️🐅🌞🌸☮️  cashapp: $jorddanem,144,144,217,0,13402,Thu Feb 08 15:49:08 +0000 2018,at work 
HyerLord,jamal_strong,,28,28,4847,0,1552,Mon Oct 05 07:28:39 +0000 2015,
juussttnn,aayooJ,insta: jussst.n,594,594,562,21,34500,Tue Oct 21 00:56:01 +0000 2014,
🏹,yourcatsfriend,memento mori,39,39,88,0,1135,Fri Apr 19 21:39:13 +0000 2019,prob in my bed
andres3252,andres3252,,77,77,378,0,419,Thu May 31 15:31:45 +0000 2012,
Ryan Zig,RyanZzig,,228,228,505,1,13376,Sat Jul 24 13:27:00 +0000 2010,"Miami, FL"
𝕁𝕆*𝕤𝕚𝕘𝕙*𝔸ℍ｡*:'☆,JOsighAH,,175,175,1813,0,43315,Wed Oct 17 16:31:51 +0000 2018,
LER0Y♍,LeroyvsElroy,lol nice,54,54,233,0,2503,Mon Feb 25 08:37:15 +0000 2019,N Side
★ stef rubio ★,stef__rubio,𝚊 𝚏𝚒𝚕𝚖 𝚋𝚢 𝚂𝚝𝚎𝚏 𝚁𝚞𝚋𝚒𝚘,116,116,225,3,25796,Tue Apr 19 02:54:28 +0000 2016,earth-616
notvihnse,Vihnse,:),180,180,402,0,7021,Sat Feb 21 22:59:29 +0000 2015,"Chicago, IL"
☎️,moonbooty3000,,393,393,1215,9,26826,Sat Apr 04 13:06:09 +0000 2009,Toronto 
Zach Milbourn,milbourn_zach,,40,40,284,0,10398,Sun Dec 14 09:10:16 +0000 2014,
perconte,bankrolldede,ball is life married to the game,505,505,1824,0,11545,Sat Dec 05 06:16:59 +0000 2015,"Middletown, NY"
spooky ghost,bankaijono,shut up,178,178,369,1,37357,Fri Mar 01 03:51:54 +0000 2019,hell
Izhar,izhar_ibnu,,544,544,394,0,5324,Sat May 16 04:14:12 +0000 2015,Brunei
memea,emmanicole04,bullshit person,229,229,393,0,37046,Wed Sep 03 02:36:19 +0000 2014,
𓁺 𓁺,gr00vyj,@ryleeleann08🖤,222,222,262,2,3451,Thu Feb 05 00:51:55 +0000 2015,free tayk
🐝Alex 🌕,craneA02,keep it chill,42,42,157,0,765,Tue Jan 29 14:57:36 +0000 2019,
maria ☻,mc0rt3s,ig: mariacorttes 🦎,118,118,239,0,20327,Thu Mar 07 02:49:08 +0000 2019,"Atlanta, GA"
"DWAYNE ""THE DWAYNE"" DWAYNE",ocnalbnivek,"Redneck tears, woo, what a beverage",544,544,681,6,69646,Wed Jun 11 19:49:12 +0000 2014,Fisting my own ass
"Eddy Rock, Son of Kevin 🇭🇹",EddyRock239,,727,727,562,4,16037,Thu Sep 30 18:32:34 +0000 2010,South Florida
lilbah,ybigbah,happy ass.,43,43,214,0,3460,Mon Feb 04 06:14:54 +0000 2019,"Kissimmee, FL"
HarrySales,Hazzajs89,"Chichi, get the yeyo",228,228,443,1,584,Fri Nov 05 20:53:43 +0000 2010,
yiqi,yq_yiqi,,18,18,184,0,4653,Sun Jan 22 03:53:27 +0000 2017,Malaysia
litz ☆,literallylitz,grown,909,909,559,3,47022,Sun Jul 17 01:24:51 +0000 2016,she/they
sabaSPLAT 🔫,sabahat_29,wake up!!!,140,140,267,1,71151,Sun Nov 09 18:32:38 +0000 2014,The Moon
Abel Vieira,vieirabel0649,"Um servidor, «Sem barreiras nem fronteiras»: geográficas, institucionais, culturais ou sociais. 
Casa da Ribeira - ilha Terceira - Açores - Portugal",243,243,1350,0,83,Wed Jan 18 22:58:22 +0000 2012,Praia da Vitória
social distanceTING,bigdic_ken_ergy,is this 🅱️ing on?,161,161,665,2,15498,Wed Feb 29 13:41:25 +0000 2012,
kat✨,theregoeskatt,I hate my life,393,393,604,2,68326,Mon Feb 25 02:27:06 +0000 2013,
clown bitch,headassdumbass,i’m literally jsut out here vibing,104,104,877,0,20382,Sat Nov 25 14:38:01 +0000 2017,the nether
B,b7fsx,,836,836,201,1,24084,Mon Jan 04 22:06:52 +0000 2016,
margot,prettyvxcxnt,instagram @prettyvxcxnt,221,221,805,0,12302,Sun May 23 08:51:22 +0000 2010,"Los Angeles, CA"
shay,sadgucciwarrior,☯️♎️💟,126,126,330,0,22164,Sun Sep 06 02:50:34 +0000 2015,venus
vegan butter,xandersebolt,"(xander)

ChaRLiE               COLORING, MOVIES",242,242,305,1,1572,Fri Jan 31 03:57:52 +0000 2014,
lil srirachi,lilsrirachi,,48,48,195,0,1090,Thu Sep 10 01:08:02 +0000 2015,
Rian,rianjh1,,59,59,168,0,1171,Sun Nov 06 23:17:40 +0000 2016,"West Bloomfield Township, MI"
cardboard ilke,cardboardilke,,51,51,343,0,4495,Fri Jan 26 19:15:54 +0000 2018,"Cambridge, England"
